log_dir,distinct_subplot_count,subplot_ids
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_271_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5982402464_5982865744']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_277_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5538407024_5546708240']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_278_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5021689584_5089241920']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_280_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4551933392_5950942112', '4551933392_5936091824']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_282_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4394351504_5574364528']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_283_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5077540432_5609540352']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_288_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4362653232_4687906192']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_289_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4949924448_4950069216']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_290_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4655342720_4685887536']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_291_1/annotations/t2v_notebook_true/annotation_0000_log,8.0,"['4395355504_5576080656', '4395355504_5576221536', '4395355504_5575881312', '4395355504_5574873920', '4395355504_5576220864', '4395355504_5575633920', '4395355504_5575504144', '4395355504_5574878336']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_293_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4397344064_5443946976']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_294_1/annotations/t2v_notebook_true/annotation_0000_log,27.0,"['5482422896_6025551632', '5368936832_5482122272', '5368936832_5481061536', '6049993920_6051163424', '5482422896_6046759872', '5368936832_5482834848', '6049993920_6049998816', '6049993920_6051593584', '5482422896_6046578016', '5482422896_6025471872', '5368936832_5481064656', '6049993920_6063420432', '5368936832_5481717472', '6049993920_6051162656', '5482422896_6025770864', '5368936832_5482636656', '5482422896_6025891232', '5368936832_5482121744', '5368936832_5481061584', '5482422896_6024877152', '5482422896_6023882720', '6049993920_6063412512', '5368936832_5482284384', '5482422896_6026030608', '6049993920_6063263184', '6049993920_6051249712', '6049993920_6051156752']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_297_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4782831520_5621177120']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_299_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4543226384_5682022688']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_300_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4366588656_5413456352']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_301_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4398537696_4943516672', '4398537696_4943513696']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_304_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5034169152_6229281776']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_305_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4698700400_5849900544']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_308_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4399504256_5454434992']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_314_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4423130032_5451372048']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_315_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4415282240_4754662336', '4415282240_5579680912', '4415282240_5579537920']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_317_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5415340272_5411675776']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_319_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4972048608_4427219264']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_323_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5343097968_5347608720']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_323_1/annotations/t2v_notebook_true/annotation_0001_log,1.0,['4507909632_6052737968']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_323_1/annotations/t2v_notebook_true/annotation_0002_log,1.0,['4540538592_6339298656']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_323_1/annotations/t2v_notebook_true/annotation_0003_log,1.0,['4483843616_5879690832']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_326_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4932479472_5603173600']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_327_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4434807216_5097745024', '4434807216_5097740512', '4434807216_5097977376']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_327_1/annotations/t2v_notebook_true/annotation_0001_log,1.0,['5820331312_5839889344']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_328_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5471616176_5485895248']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_329_1/annotations/t2v_notebook_true/annotation_0000_log,60.0,"['5475422368_5476285136', '5484509904_5483036592', '5471095984_5472400064', '5471985568_5478083920', '5472930992_5478724288', '5478115344_5481794448', '5472665968_5482045200', '5480372112_5471333712', '5478115344_5478121200', '5479930512_5479928832', '5472665968_5480115536', '5478723952_5473315840', '5471095984_5476906144', '5474799776_5475419680', '5475422368_5474278080', '5478723952_5478741056', '5478115344_5475600336', '5484509904_5482039968', '5472930992_5471323344', '5484509904_5484510960', '5475422368_5475093824', '5471985568_5477509280', '5471095984_5471328576', '5480372112_5471330064', '5479930512_5476842672', '5480372112_5479520288', '5471985568_5472144368', '5478115344_5477951792', '4931891136_5473507696', '5471985568_5475289856', '5479930512_5483475456', '5471095984_5470905568', '5478723952_5480595824', '5474799776_5469613488', '5478115344_5481903216', '5484509904_5472952080', '5472665968_5472957264', '4931891136_5474285712', '4931891136_5474061344', '5478723952_5472521920', '5474799776_5470124368', '5472665968_5482803856', '5479930512_5479865264', '5475422368_5475105632', '5484509904_5472956160', '5480372112_5479874048', '5471985568_5478105984', '5474799776_5475613968', '5474799776_5469925648', '4931891136_5474287344', '5475422368_5474272320', '5472930992_5482597216', '5480372112_5479379648', '5472930992_5472764800', '5478723952_5479367696', '5479930512_5479928544', '5472665968_5481977648', '5472930992_5472529648', '4931891136_5473512016', '5471095984_5475834320']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_330_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['5602368240_5602781584', '5602368240_4880580336', '5602368240_5602562592', '5602368240_5603764000', '5602368240_5602780960', '5602368240_5603606160']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_336_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4420326544_5221272704', '4420326544_5222101888', '4420326544_5221272656', '4420326544_5221902160']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_337_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5029634912_5044090736']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_337_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4956119232_4963617056']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_340_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5548025920_5548027312']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_341_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4366452928_4909976704', '4366452928_4909980976']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_342_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4424563120_5118891536']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_342_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5329399840_5329663616']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_343_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4389045744_5537286192']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_349_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4453843456_4917528864']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_351_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5092462752_5092607568']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_354_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4936379968_5553999696', '4936379968_5554004112', '4936379968_5554248528', '4936379968_5554517584']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_355_1/annotations/t2v_notebook_true/annotation_0000_log,9.0,"['5212482944_5215642560', '5212482944_5215294272', '5212482944_5216007664', '5212482944_5212153968', '5212482944_5215079408', '5212482944_5212149072', '5212482944_5215635792', '5212482944_5215455664', '5212482944_5212697904']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_356_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4965449552_4974136688']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_357_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5553821104_5553949440']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_358_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4432807504_4976588080', '4432807504_4976000992', '4432807504_4977347088', '4432807504_4977579728']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_359_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['5104089616_5166183392', '5104089616_5165540048']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_359_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['6089635552_6091408976']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_359_3/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5092289584_5555636416']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_360_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4402608224_5142145232', '4402608224_5160479264', '4402608224_5160481088', '4402608224_5141892800']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_361_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4361166992_5314938640']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_362_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4359201488_4688146464', '4359201488_4687892400', '4359201488_4687896768']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_363_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4364934544_6146953904']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_365_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4667700864_6081759472']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_366_1/annotations/t2v_notebook_true/annotation_0000_log,5.0,"['5405280928_5405065392', '5138924656_5403019840', '5405065680_5404726560', '5404789360_5405423760', '5403243584_5404723536']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_366_1/annotations/t2v_notebook_true/annotation_0001_log,1.0,['4911747040_4917869216']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_367_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4951749792_4962585632']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_368_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4542584048_13650195184', '4542584048_13658257456']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_368_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4454444032_5136372544']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_370_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5041829024_5045640592']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_373_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4668186960_5880187648', '4668186960_5880192160', '4668186960_5880197056']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_376_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5408535280_5412408784']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_378_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['5575768688_5581048288', '5575768688_5581060048', '5575768688_5581048336', '5575768688_5581223888']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_381_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4569685392_5022435856']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_385_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_386_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['5081094368_5081325136', '4399839952_5081090624', '4399839952_5081333152', '5081094368_5081327824']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_389_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5157758224_5501502000']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_390_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5063554976_5083172592']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_390_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4600241600_4955100592']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_393_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4730741072_5086447856']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_393_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4431774640_5746527024']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_397_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4527234688_5623255392', '4527234688_5623481456']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_397_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5094545968_4366081808']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_398_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_399_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4735096912_5725513648']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_399_2/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_404_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5973284464_5973429088']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_407_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4842238416_4848702896']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_408_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4446655776_4890222400']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_409_1/annotations/t2v_notebook_true/annotation_0000_log,8.0,"['6072217584_12937778752', '6072217584_6306746432', '6072217584_6307106880', '6072217584_6072215952', '6072217584_6306948800', '6072217584_6306752192', '6072217584_6307327696', '6072217584_6307325152']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_409_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4390930192_5113406304']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_412_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['5476310992_5480683168', '5476310992_5480683216']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_412_2/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4406873984_5579336080', '4406873984_5579340592']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_419_1/annotations/t2v_notebook_true/annotation_0000_log,8.0,"['4929959984_4941762192', '4929959984_4930525840', '4929959984_4941580624', '4929959984_4941980656', '4929959984_4930525888', '4929959984_4941265712', '4929959984_4930746128', '4929959984_4941038080']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_428_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4356817648_5245781152']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_430_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5141494336_5172869264']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_431_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4957691664_4959524128', '4957691664_4959761184', '4957691664_4959528448']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_433_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4681242368_5549022656', '4681242368_5549018240']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_433_2/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['6010572480_6017702976', '6010572480_6017698608']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_439_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['5278230160_5278644416', '5278230160_5278481392', '5278230160_5278236352', '5278230160_5278232608']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_439_2/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['5539358016_5543115808', '5539358016_5542899504', '5539358016_5542895184']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_439_3/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5955342352_5964416976']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_449_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5757568832_5758992560']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_453_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4944520272_4944926272']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_454_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4435558768_5347919728']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_456_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4530260400_5241959872']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_457_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['4430258752_4990303456', '4430258752_4989994864']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_460_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4844897440_4690228528', '4844897440_4845479520', '4844897440_4845633312', '4844897440_4845484080']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_463_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5611018560_5605972528']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_464_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['6071467232_6072389360']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_465_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4381820208_6309240256']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_467_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_468_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4355690848_5099445552', '4355690848_5099441136', '4355690848_5099443488', '4355690848_6074990416']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_470_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4930661328_4930920256']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_470_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4974384944_4974957520']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_473_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5087699424_5087700192']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_476_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['6014315856_6036002368', '6014315856_6036486240', '6014315856_6036011344']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_477_1/annotations/t2v_notebook_true/annotation_0000_log,8.0,"['4919208576_5187037488', '4919208576_5187388432', '4919208576_5187750320', '4919208576_5188122576', '4919208576_5188317840', '4919208576_5187039648', '4919208576_5187191104', '4919208576_5187039360']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_481_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4793501552_5413589680']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_487_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4425617904_5223187952']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_487_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5920030688_5920022960']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_487_3/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5362909056_5363271344']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_489_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5232754560_5108450320']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_490_1/annotations/t2v_notebook_true/annotation_0000_log,3.0,"['4768108752_5097298480', '5098210608_5099138144', '5097298384_5098339264']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_490_2/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['5940494512_5940395904', '5232951120_5937794704', '5942175904_5943375104', '4355964272_5940353392', '5940938656_5942068480', '5940652912_5942738576']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_493_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4913542832_5613578160']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_493_2/annotations/t2v_notebook_true/annotation_0000_log,20.0,"['5311093248_5310319024', '5311093248_5309966352', '5311093248_5312578240', '5311093248_5309959824', '5311093248_5309637952', '5311093248_5313352464', '5311093248_5312593600', '4544396752_5310321856', '5311093248_5312058944', '4544396752_5311432944', '4544396752_5308274336', '4544396752_5309298064', '4544396752_5308510720', '4544396752_5309065616', '5311093248_5312676688', '4544396752_5308283072', '5311093248_5312350304', '4544396752_5309794784', '4544396752_5310609024', '4544396752_5310197024']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_493_3/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4368615616_5495370624', '4368615616_5494811408', '4368615616_5494545424', '4368615616_5494541440']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_494_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5543435328_5543776608']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_495_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5676290544_5675980064']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_497_1/annotations/t2v_notebook_true/annotation_0000_log,2.0,"['5356637456_6049959904', '5356637456_6050225312']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_497_2/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5575915664_5579851824']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_497_3/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4447330832_4890234320']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_497_4/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4557429248_5286475440', '4557429248_5285633712', '4557429248_5286304544', '4557429248_5285629152']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_500_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['4963911968_5545625408']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_502_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5259457600_5448403424']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_503_1/annotations/t2v_notebook_true/annotation_0000_log,6.0,"['4881873520_5534512096', '5533853184_5546779536', '5534935152_5546887456', '5533708416_5535213296', '5535252064_5534930688', '4615269712_5533847424']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_504_1/annotations/t2v_notebook_true/annotation_0000_log,1.0,['5231584336_5412792192']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_504_1/annotations/t2v_notebook_true/annotation_0001_log,1.0,['4848398032_6064616464']
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_508_1/annotations/t2v_notebook_true/annotation_0000_log,15.0,"['6064602288_6067308688', '6061262416_6062420192', '6069741776_6068102800', '6064221520_6064590000', '6065273648_6068883376', '6064602288_6068238480', '6069741776_6070577504', '6069741776_6070577696', '6064221520_6065436384', '6064221520_6064791936', '6065273648_6069845216', '6061262416_6061960960', '6061262416_6062196208', '6065273648_6070046256', '6064602288_6068028912']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_508_2/annotations/t2v_notebook_true/annotation_0000_log,5.0,"['4878695216_4879257040', '4879461856_4880164064', '4879022272_4879268464', '4879340304_4881045872', '4362243584_4854284064']"
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_510_1/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_510_2/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_510_3/annotations/t2v_notebook_true/annotation_0000_log,0.0,[]
/Users/nngu0448/Documents/data/REDCap-VisReflect/Version_1/round_1/sample_511_1/annotations/t2v_notebook_true/annotation_0000_log,4.0,"['4434879424_5614820128', '4434879424_5615061856', '4434879424_5615236160', '4434879424_5614815856']"
